Type,Name,postcode,district,state,latitude,longitude,no.of. Bed
Klinik Desa,KLINIK DESA TELUK BUNUT,42700,Kuala Langat,Selangor,2.822133,101.510133,0
Klinik Desa,KLINIK DESA BATU LAUT,42800,Kuala Langat,Selangor,2.676873,101.511467,0
Klinik Desa,KLINIK DESA KUNDANG,48050,Gombak,Selangor,3.276398,101.513052,0
Klinik Desa,KLINIK DESA MERBAU SEMPAK,47000,Petaling,Selangor,3.21706,101.51425,0
Klinik Desa,KLINIK DESA KAMPUNG JENJAROM,42600,Kuala Langat,Selangor,2.887649,101.515048,0
Klinik Desa,KLINIK DESA JALAN KETOYONG,35900,Batang Padang,Perak,3.69236,101.51505,0
Klinik Desa,KLINIK DESA KAMPUNG SUNGAI LANG,42700,Kuala Langat,Selangor,2.788439,101.515174,0
Klinik Desa,KLINIK DESA JALAN KEBUN,42450,Klang,Selangor,2.971973,101.515174,0
Klinik Desa,KLINIK DESA POS TITOM,27100,Lipis,Pahang,4.2833,101.5167,0
Klinik Desa,KLINIK DESA SUNGAI BUAYA,42700,Kuala Langat,Selangor,2.819344,101.517298,0
Klinik Desa,KLINIK DESA ULU BERNAM,35900,Hulu Selangor,Selangor,3.670933,101.526467,0
Klinik Desa,KLINIK DESA SUNGAI BUAYA,48000,Hulu Selangor,Selangor,3.393004,101.528024,0
Klinik Desa,KLINIK DESA KAMPUNG MELAYU SUBANG,40150,Petaling,Selangor,3.151681,101.533048,0
Klinik Desa,KLINIK DESA KUNDANG,42700,Kuala Langat,Selangor,2.679514,101.536265,0
Klinik Desa,KLINIK DESA SUNGAI KELAMBU,42700,Kuala Langat,Selangor,2.792117,101.544683,0
Klinik Desa,KLINIK DESA SUNGAI SERAI,48050,Gombak,Selangor,3.282017,101.546417,0
Klinik Desa,KLINIK DESA PAYA JARAS,47000,Petaling,Selangor,3.200347,101.551158,0
Klinik Desa,KLINIK DESA SRI CHEEDING,42700,Kuala Langat,Selangor,2.886327,101.554849,0
Klinik Desa,KLINIK DESA KAMPUNG KENANGA,48050,Gombak,Selangor,3.311739,101.582637,0
Klinik Desa,KLINIK DESA OLAK LEMPIT,42700,Kuala Langat,Selangor,2.836243,101.587132,0
Klinik Desa,KLINIK DESA TUMBUK DARAT,42800,Kuala Langat,Selangor,2.67414,101.58834,0
Klinik Desa,KLINIK DESA BATU 13 1/2,47100,Petaling,Selangor,3.02085,101.59255,0
Klinik Desa,KLINIK DESA KERLING,44100,Hulu Selangor,Selangor,3.588839,101.601455,0
Klinik Desa,KLINIK DESA LABOHAN DAGANG,42700,Kuala Langat,Selangor,2.803613,101.611218,0
Klinik Desa,KLINIK DESA POS LENJANG,27100,Lipis,Pahang,4.38041,101.61501,0
Klinik Desa,KLINIK DESA PULAU MERANTI,47100,Sepang,Selangor,2.955172,101.62508,0
Klinik Desa,KLINIK DESA DAMANSARA,46400,Petaling,Selangor,3.1289,101.63158,0
Klinik Desa,KLINIK DESA POS BUNTU,27620,Raub,Pahang,3.98841,101.64389,0
Klinik Desa,KLINIK DESA BATANG KALI,44300,Hulu Selangor,Selangor,3.467581,101.644156,0
Klinik Desa,KLINIK DESA ULU YAM LAMA,44300,Hulu Selangor,Selangor,3.4349,101.65634,0
Klinik Desa,KLINIK DESA KAMPUNG GURNEY,44300,Hulu Selangor,Selangor,3.423207,101.662846,0
Klinik Desa,KLINIK DESA GENTING MALEK,44300,Hulu Selangor,Selangor,3.466616,101.663833,0
Klinik Desa,KLINIK DESA SELAYANG BARU,68100,Gombak,Selangor,3.246481,101.669862,0
Klinik Desa,KLINIK DESA SEPANG,13900,Sepang,Selangor,2.662082,101.672716,0
Klinik Desa,KLINIK DESA BUKIT BANGKONG,43900,Sepang,Selangor,2.66208,101.67272,0
Klinik Desa,KLINIK DESA ULU CUCUH,43950,Sepang,Selangor,2.657289,101.689857,0
Klinik Desa,KLINIK DESA HULU RENING,44300,Hulu Selangor,Selangor,3.48588,101.69512,0
Klinik Desa,KLINIK DESA POS BETAU,27200,Lipis,Pahang,4.25112,101.70748,0
Klinik Desa,KLINIK DESA PENDOK,17600,Jeli,Kelantan,5.68444,101.70944,0
Klinik Desa,KLINIK DESA GOMBAK UTARA (BT.8),53000,Gombak,Selangor,3.246052,101.722691,0
Klinik Desa,KLINIK DESA JENDERAM ,43800,Sepang,Selangor,2.86868,101.73076,0
Klinik Desa,KLINIK DESA DATO ABU BAKAR BAGINDA,43000,Sepang,Selangor,2.963313,101.730931,0
Klinik Desa,KLINIK DESA BUKIT FRASER,49000,Raub,Pahang,3.714859,101.734042,0
Klinik Desa,KLINIK DESA POS SINDERUT,27650,Lipis,Pahang,3.99319,101.73472,0
Klinik Desa,KLINIK DESA ULU SUNGAI,27610,Raub,Pahang,3.98917,101.73713,0
Klinik Desa,KLINIK DESA GECHING,43900,Sepang,Selangor,2.79486,101.7388,0
Klinik Desa,KLINIK DESA BATU MELINTANG,17600,Jeli,Kelantan,5.71861,101.74194,0
Klinik Desa,KLINIK DESA SG. MERAB LUAR,43000,Sepang,Selangor,2.938862,101.742454,0
Klinik Desa,KLINIK DESA BALAKONG,43300,Hulu Langat,Selangor,3.027356,101.746788,0
Klinik Desa,KLINIK DESA KALAI,17600,Jeli,Kelantan,5.75083,101.74694,0
Klinik Desa,KLINIK DESA RKT SG. MERAB DALAM,43000,Sepang,Selangor,2.930955,101.75108,0
Klinik Desa,KLINIK DESA BUKIT PELANDUK,71950,Port Dickson,Negeri Sembilan,2.63886,101.76052,0
Klinik Desa,KLINIK DESA HULU KELANG,68000,Gombak,Selangor,3.201577,101.762195,0
Klinik Desa,KLINIK DESA SUNGAI BUAH,43800,Sepang,Selangor,2.87934,101.76419,0
Klinik Desa,KLINIK DESA CHUAH,71950,Port Dickson,Negeri Sembilan,2.60467,101.76584,0
Klinik Desa,KLINIK DESA SUNGAI RAMAL LUAR,43000,Hulu Langat,Selangor,2.99053,101.76719,0
Klinik Desa,KLINIK DESA SUNGAI SEKAMAT,43000,Hulu Langat,Selangor,3.02268,101.772408,0
Klinik Desa,KLINIK DESA KUALA LONG,17600,Jeli,Kelantan,5.69414,101.77788,0
Klinik Desa,KLINIK DESA BANGI LAMA,43000,Hulu Langat,Selangor,2.902257,101.778374,0
Klinik Desa,KLINIK DESA KAMPUNG JIJAN,70400,Seremban,Negeri Sembilan,2.76585,101.77848,0
Klinik Desa,KLINIK DESA SRI LAYANG,69000,Bentong,Pahang,3.40286,101.78023,0
Klinik Desa,KLINIK DESA BATU MALIM,27610,Raub,Pahang,3.976815,101.783266,0
Klinik Desa,KLINIK DESA FELDA LBJ,71760,Seremban,Negeri Sembilan,2.72678,101.78605,0
Klinik Desa,KLINIK DESA KUALA BETIS,18300,Gua Musang,Kelantan,4.90125,101.78606,0
Klinik Desa,KLINIK DESA KUALA MEDANG,27200,Lipis,Pahang,4.28547,101.80315,0
Klinik Desa,KLINIK DESA RINCHING HILIR,43000,Hulu Langat,Selangor,2.90153,101.81258,0
Klinik Desa,KLINIK DESA KAMPUNG PULAU,71900,Seremban,Negeri Sembilan,2.766751,101.813866,0
Klinik Desa,KLINIK DESA BUKIT TINGGI,28750,Bentong,Pahang,3.35705,101.81538,0
Klinik Desa,KLINIK DESA SUNGAI CHETANG,27670,Raub,Pahang,3.71056,101.82111,0
Klinik Desa,KLINIK DESA BAGAN PINANG,71050,Port Dickson,Negeri Sembilan,2.50458,101.8359,0
Klinik Desa,KLINIK DESA DUSUN TUA,43100,Hulu Langat,Selangor,3.142819,101.837382,0
Klinik Desa,KLINIK DESA GADONG JAYA,71950,Seremban,Negeri Sembilan,2.69921,101.8391,0
Klinik Desa,KLINIK DESA SEMANTAN,27400,Raub,Pahang,3.94618,101.84139,0
Klinik Desa,KLINIK DESA BATU 9 LABU,71900,Seremban,Negeri Sembilan,2.74446,101.84339,0
Klinik Desa,KLINIK DESA TANJUNG GAHAI,27650,Lipis,Pahang,4.2651,101.84484,0
Klinik Desa,KLINIK DESA SANG LEE,27600,Raub,Pahang,3.65583,101.84611,0
Klinik Desa,KLINIK DESA BATU 18,43100,Hulu Langat,Selangor,3.163233,101.847117,0
Klinik Desa,KLINIK DESA PAJAM,71800,Seremban,Negeri Sembilan,2.84426,101.84959,0
Klinik Desa,KLINIK DESA KAMPONG PADANG,43000,Hulu Langat,Selangor,3.196416,101.852133,0
Klinik Desa,KLINIK DESA SUNGAI TEKALI,43100,Hulu Langat,Selangor,3.110627,101.854849,0
Klinik Desa,KLINIK DESA PANGGONG LALAT,18300,Gua Musang,Kelantan,4.88638,101.85564,0
Klinik Desa,KLINIK DESA TELUK KEMANG,71050,Port Dickson,Negeri Sembilan,2.45516,101.8569,0
Klinik Desa,KLINIK DESA JANDA BAIK,28750,Bentong,Pahang,3.325274,101.859999,0
Klinik Desa,KLINIK DESA RINCING TENGAH,43700,Hulu Langat,Selangor,2.91505,101.862367,0
Klinik Desa,KLINIK DESA KAMPUNG GESING,27400,Raub,Pahang,3.94833,101.86465,0
Klinik Desa,KLINIK DESA BROGA,43500,Hulu Langat,Selangor,2.945845,101.864733,0
Klinik Desa,KLINIK DESA KAMPUNG GEMANG,17700,Jeli,Kelantan,5.762243,101.86547,0
Klinik Desa,KLINIK DESA ULU JIMAH,71200,Seremban,Negeri Sembilan,2.66088,101.86703,0
Klinik Desa,KLINIK DESA BERTANG,27200,Lipis,Pahang,4.247655,101.868721,0
Klinik Desa,KLINIK DESA ULU BERANANG,43700,Seremban,Negeri Sembilan,2.88773,101.87144,0
Klinik Desa,KLINIK DESA SUNGAI LALANG,43500,Hulu Langat,Selangor,2.999514,101.872168,0
Klinik Desa,KLINIK DESA PASIR DUSUN,17600,Jeli,Kelantan,5.64461,101.87431,0
Klinik Desa,KLINIK DESA MINANGKABAU,43700,Hulu Langat,Selangor,2.885904,101.881317,0
Klinik Desa,KLINIK DESA SUNGAI LUI,43100,Hulu Langat,Selangor,3.16485,101.882617,0
Klinik Desa,KLINIK DESA LUBOK BONGOR,17610,Jeli,Kelantan,5.56364,101.88555,0
Klinik Desa,KLINIK DESA MANTIN DALAM,71700,Seremban,Negeri Sembilan,2.81199,101.88729,0
Klinik Desa,KLINIK DESA ULU RENGGOL,27760,Raub,Pahang,4.00868,101.8879,0
Klinik Desa,KLINIK DESA SUNGAI PENJURING,28700,Bentong,Pahang,3.589751,101.888089,0
Klinik Desa,KLINIK DESA TAMAN DESA DAMAI,28700,Bentong,Pahang,3.569681,101.888627,0
Klinik Desa,KLINIK DESA KAMPUNG GALI HILIR,27600,Raub,Pahang,3.86573,101.89219,0
Klinik Desa,KLINIK DESA KUBOR DATU,17610,Jeli,Kelantan,5.51194,101.89361,0
Klinik Desa,KLINIK DESA DACHING,71750,Seremban,Negeri Sembilan,2.88862,101.89731,0
Klinik Desa,KLINIK DESA LEGEH,17700,Jeli,Kelantan,5.75028,101.89834,0
Klinik Desa,KLINIK DESA SUNGAI SATAN (KESEDAR),17700,Jeli,Kelantan,5.72954,101.90141,0
Klinik Desa,KLINIK DESA SILIAU,71200,Seremban,Negeri Sembilan,2.57906,101.90514,0
Klinik Desa,KLINIK DESA KRAU 1,27630,Raub,Pahang,3.75083,101.90806,0
Klinik Desa,KLINIK DESA KAMPUNG BUKIT JERING,17610,Jeli,Kelantan,5.47722,101.90806,0
Klinik Desa,KLINIK DESA SUNGAI MACHANG,43700,Seremban,Negeri Sembilan,2.856703,101.910532,0
Klinik Desa,KLINIK DESA MAMBAU,70400,Seremban,Negeri Sembilan,2.670822,101.91592,0
Klinik Desa,KLINIK DESA KUALA ATOK,27660,Raub,Pahang,4.02806,101.92167,0
Klinik Desa,KLINIK DESA KAMPUNG JENDERAK,28050,Temerloh,Pahang,3.6077,101.92587,0
Klinik Desa,KLINIK DESA KAMPUNG BENUS,28750,Bentong,Pahang,3.496699,101.92611,0
Klinik Desa,KLINIK DESA LUBOK KULIT,27200,Lipis,Pahang,4.19169,101.92636,0
Klinik Desa,KLINIK DESA AYER CANAL,17700,Jeli,Kelantan,5.73785,101.92909,0
Klinik Desa,KLINIK DESA CHEGAR PERAH/PAYA,27120,Lipis,Pahang,4.4255,101.93027,0
Klinik Desa,KLINIK DESA KAMPUNG RAHMAT,17200,Pasir Mas,Kelantan,5.92045,101.93165,0
Klinik Desa,KLINIK DESA ULU ATOK,27660,Raub,Pahang,4.04778,101.93333,0
Klinik Desa,KLINIK DESA SUNGAI RUAN,27500,Raub,Pahang,3.80801,101.93982,0
Klinik Desa,KLINIK DESA KUALA SAWAH,71200,Seremban,Negeri Sembilan,2.62402,101.94074,0
Klinik Desa,KLINIK DESA LUBOK SETOL,17200,Pasir Mas,Kelantan,5.95363,101.94472,0
Klinik Desa,KLINIK DESA KAMPUNG PULAI,18300,Gua Musang,Kelantan,4.79056,101.945,0
Klinik Desa,KLINIK DESA BUKIT PAMPONG,27600,Raub,Pahang,3.88618,101.94648,0
Klinik Desa,KLINIK DESA LALANG PEPUYU,17500,Tanah Merah,Kelantan,5.87726,101.94673,0
Klinik Desa,KLINIK DESA FELDA CHEGAR PERAH,27210,Lipis,Pahang,4.48497,101.95556,0
Klinik Desa,KLINIK DESA KAMPUNG TELANG,27200,Lipis,Pahang,4.249321,101.955979,0
Klinik Desa,KLINIK DESA SUNGAI RAYA,71250,Port Dickson,Negeri Sembilan,2.42713,101.95667,0
Klinik Desa,KLINIK DESA JERKOH,27310,Lipis,Pahang,4.0386,101.95831,0
Klinik Desa,KLINIK DESA SIKAMAT,70400,Seremban,Negeri Sembilan,2.74549,101.961601,0
Klinik Desa,KLINIK DESA (SEDC) SUNGAI TERAH,18300,Gua Musang,Kelantan,4.95433,101.9631,0
Klinik Desa,KLINIK DESA SUNGAI TERAH (RPT),18300,Gua Musang,Kelantan,4.95433,101.963103,0
Klinik Desa,KLINIK DESA KAMPUNG RELONG,27200,Lipis,Pahang,4.19032,101.96403,0
Klinik Desa,KLINIK DESA PANGLIMA  BAYU,17500,Tanah Merah,Kelantan,5.821667,101.968084,0
Klinik Desa,KLINIK DESA LAWANG,17500,Tanah Merah,Kelantan,5.789536,101.972024,0
Klinik Desa,KLINIK DESA KAMPUNG STAR,18300,Gua Musang,Kelantan,5.08666,101.97278,0
Klinik Desa,KLINIK DESA KAMPUNG CHAT,27200,Lipis,Pahang,3.97082,101.97885,0
Klinik Desa,KLINIK DESA KECHAU TUI,27100,Lipis,Pahang,4.297199,101.979067,0
Klinik Desa,KLINIK DESA KUALA LINGGI,78000,Alor Gajah,Melaka,2.37848,101.97946,0
Klinik Desa,KLINIK DESA JELAWANG,18200,Kuala Krai,Kelantan,5.34639,101.98083,0
Klinik Desa,KLINIK DESA SUNGAI KLAU,27630,Raub,Pahang,3.74222,101.98528,0
Klinik Desa,KLINIK DESA SUNGAI DUA,28600,Bentong,Pahang,3.45337,101.99204,0
Klinik Desa,KLINIK DESA KAMPUNG BUDU,27200,Lipis,Pahang,3.99505,101.99228,0
Klinik Desa,KLINIK DESA PANTAI,71200,Seremban,Negeri Sembilan,2.78461,101.99244,0
Klinik Desa,KLINIK DESA TAMPIN LINGGI,71150,Port Dickson,Negeri Sembilan,2.51563,101.99774,0
Klinik Desa,KLINIK DESA KAMPUNG JEREK,18300,Gua Musang,Kelantan,5.16718,102.00541,0
Klinik Desa,Klinik Desa Kampung Kemahang 3,17500,Tanah Merah,Kelantan,5.848112,102.007652,0
Klinik Desa,KLINIK DESA KAMPUNG LEBU,28800,Bentong,Pahang,4.12022,102.00838,0
Klinik Desa,KLINIK DESA KAMPUNG PENJOM,27200,Lipis,Pahang,4.12022,102.00838,0
Klinik Desa,KLINIK DESA KAMPUNG SRI MAHLIGAI,18020,Kuala Krai,Kelantan,5.24806,102.00972,0
Klinik Desa,KLINIK DESA ULU DONG,27400,Raub,Pahang,3.93806,102.01278,0
Klinik Desa,KLINIK DESA KUBANG KUAL,17200,Pasir Mas,Kelantan,5.96917,102.01583,0
Klinik Desa,KLINIK DESA KAMPUNG KEMAHANG,27310,Lipis,Pahang,4.01508,102.01753,0
Klinik Desa,KLINIK DESA PENGKALAN KEMPAS,71150,Port Dickson,Negeri Sembilan,2.44705,102.01782,0
Klinik Desa,KLINIK DESA ULU KLAWANG,71600,Jelebu,Negeri Sembilan,2.873138,102.017948,0
Klinik Desa,KLINIK DESA GUAL PERIOK,17200,Pasir Mas,Kelantan,6.02861,102.02028,0
Klinik Desa,KLINIK DESA KEMUBU,18020,Kuala Krai,Kelantan,5.29329,102.02142,0
Klinik Desa,Klinik Desa Kampung Ulu Kusial,17500,Tanah Merah,Kelantan,5.733489,102.025341,0
Klinik Desa,KLINIK DESA BAROH PIAL,17200,Pasir Mas,Kelantan,5.92417,102.02889,0
Klinik Desa,KLINIK DESA FELDA KECAU,27100,Lipis,Pahang,4.31858,102.03085,0
Klinik Desa,KLINIK DESA PERALLA,17500,Tanah Merah,Kelantan,5.666453,102.034141,0
Klinik Desa,KLINIK DESA KUNDOR,71300,Rembau,Negeri Sembilan,2.52561,102.03462,0
Klinik Desa,KLINIK DESA ULU TRIANG,71600,Jelebu,Negeri Sembilan,2.946846,102.03784,0
Klinik Desa,KLINIK DESA KAMPUNG RENOK BARU,18300,Gua Musang,Kelantan,4.93899,102.04133,0
Klinik Desa,KLINIK DESA BATANG  MERBAU,17500,Tanah Merah,Kelantan,5.813531,102.043639,0
Klinik Desa,KLINIK DESA AIR MOLEK,78300,Alor Gajah,Melaka,2.3839,102.04639,0
Klinik Desa,KLINIK DESA PEDAS HILIR,71400,Rembau,Negeri Sembilan,2.5864,102.04799,0
Klinik Desa,KLINIK DESA JAMBATAN SERONG,71650,Jelebu,Negeri Sembilan,2.915663,102.052041,0
Klinik Desa,KLINIK DESA BUKIT DURIAN,17500,Tanah Merah,Kelantan,5.720777,102.054617,0
Klinik Desa,KLINIK DESA TANJUNG BESAR,27000,Lipis,Pahang,4.01571,102.05544,0
Klinik Desa,KLINIK DESA JEJAWI,17700,Pasir Mas,Kelantan,6.04056,102.05556,0
Klinik Desa,KLINIK DESA FELDA TITI,71650,Jelebu,Negeri Sembilan,2.99023,102.05713,0
Klinik Desa,KLINIK DESA SENTANG/PAGAR SASAK,27100,Lipis,Pahang,4.37938,102.05922,0
Klinik Desa,KLINIK DESA PILIN,71300,Rembau,Negeri Sembilan,2.529632,102.063268,0
Klinik Desa,KLINIK DESA KUALA GRIS,18200,Kuala Krai,Kelantan,5.38892,102.06359,0
Klinik Desa,KLINIK DESA LIMAU KASTURI,18300,Gua Musang,Kelantan,5.07603,102.06702,0
Klinik Desa,KLINIK DESA SERTIK (FELDA),28610,Bentong,Pahang,3.47956,102.06753,0
Klinik Desa,KLINIK DESA LUBOK CHINA,71300,Rembau,Negeri Sembilan,2.465336,102.068095,0
Klinik Desa,KLINIK DESA KAMPUNG CHENNAH,71650,Jelebu,Negeri Sembilan,3.091737,102.072517,0
Klinik Desa,KLINIK DESA BENDANG NYIOR,17500,Tanah Merah,Kelantan,5.844825,102.072714,0
Klinik Desa,KLINIK DESA PENGKALAN BALAK,78300,Alor Gajah,Melaka,2.32368,102.07285,0
Klinik Desa,Klinik Desa Kampung Kuala Tiga,17500,Tanah Merah,Kelantan,5.682705,102.073084,0
Klinik Desa,KLINIK DESA KAMPUNG PULAU,78300,Alor Gajah,Melaka,2.37216,102.07655,0
Klinik Desa,KLINIK DESA LAKUM,28500,Temerloh,Pahang,3.53241,102.077737,0
Klinik Desa,KLINIK DESA POHON TANJUNG,17000,Pasir Mas,Kelantan,6.06982,102.07923,0
Klinik Desa,KLINIK DESA ULU JELEBU,71600,Jelebu,Negeri Sembilan,2.91914,102.08224,0
Klinik Desa,KLINIK DESA KUALA LANAR,27200,Lipis,Pahang,4.17418,102.08306,0
Klinik Desa,KLINIK DESA SEPRI,71400,Rembau,Negeri Sembilan,2.6332,102.083352,0
Klinik Desa,KLINIK DESA TANJUNG BIDARA,78300,Alor Gajah,Melaka,2.30487,102.08415,0
Klinik Desa,KLINIK DESA PERASU,18300,Gua Musang,Kelantan,4.909778,102.084398,0
Klinik Desa,KLINIK DESA BECHAH LAUT,17500,Tanah Merah,Kelantan,5.782187,102.084929,0
Klinik Desa,KLINIK DESA CHERANG HANGUS,17000,Pasir Mas,Kelantan,5.95261,102.08503,0
Klinik Desa,KLINIK DESA RAMUAN CHINA BESAR,78300,Alor Gajah,Melaka,2.39719,102.08599,0
Klinik Desa,KLINIK DESA JAMBU RIAS,28600,Bentong,Pahang,3.45595,102.08775,0
Klinik Desa,KLINIK DESA TELEMONG,28620,Bentong,Pahang,3.292628,102.087946,0
Klinik Desa,KLINIK DESA KULIM,16800,Tanah Merah,Kelantan,5.759333,102.087965,0
Klinik Desa,KLINIK DESA BENDANG PAK YONG,16200,Tumpat,Kelantan,6.177026,102.090675,0
Klinik Desa,KLINIK DESA CHEMBONG HALT,71400,Rembau,Negeri Sembilan,2.61639,102.09111,0
Klinik Desa,KLINIK DESA JERANSANG,27310,Lipis,Pahang,4.0043,102.09291,0
Klinik Desa,KLINIK DESA REPEK,17000,Pasir Mas,Kelantan,6.03028,102.09389,0
Klinik Desa,KLINIK DESA SIMPANGAN,16200,Tumpat,Kelantan,6.194795,102.09698,0
Klinik Desa,Klinik Desa Gobek,17500,Tanah Merah,Kelantan,5.720051,102.100242,0
Klinik Desa,KLINIK DESA BUKIT PERAH,17050,Pasir Mas,Kelantan,5.922747,102.100475,0
Klinik Desa,KLINIK DESA SAWAH RAJA,71350,Rembau,Negeri Sembilan,2.4866,102.10361,0
Klinik Desa,KLINIK DESA PENGKALAN KUBOR,16200,Tumpat,Kelantan,6.219953,102.104249,0
Klinik Desa,Klinik Desa Kampung Sokor,17500,Tanah Merah,Kelantan,5.630147,102.104718,0
Klinik Desa,KLINIK DESA ALOR PASIR,17500,Tanah Merah,Kelantan,5.892577,102.10526,0
Klinik Desa,KLINIK DESA BAYU LALANG,17000,Pasir Mas,Kelantan,6.069582,102.108865,0
Klinik Desa,KLINIK DESA SUNGAI SIPUT,78100,Alor Gajah,Melaka,2.44186,102.10904,0
Klinik Desa,KLINIK DESA PULAU MAMPAT,71300,Rembau,Negeri Sembilan,2.543337,102.109402,0
Klinik Desa,KLINIK DESA KAMPUNG KERILLA,18400,Machang,Kelantan,5.678,102.10991,0
Klinik Desa,KLINIK DESA BANGGOL CHICHA,17000,Pasir Mas,Kelantan,6.05056,102.11222,0
Klinik Desa,KLINIK DESA BUKIT DAMAR,28500,Temerloh,Pahang,3.540865,102.120014,0
Klinik Desa,KLINIK DESA KAMPUNG GELAM MAS,17000,Pasir Mas,Kelantan,6.12181,102.12054,0
Klinik Desa,KLINIK DESA TUJOH,16200,Tumpat,Kelantan,6.215093,102.120795,0
Klinik Desa,KLINIK DESA KAMPUNG BONGEK,71300,Rembau,Negeri Sembilan,2.56916,102.12216,0
Klinik Desa,KLINIK DESA BUKIT GADING,17500,Tanah Merah,Kelantan,5.858462,102.122946,0
Klinik Desa,KLINIK DESA SELAMAK,71300,Rembau,Negeri Sembilan,2.588503,102.123971,0
Klinik Desa,KLINIK DESA SEMERBOK,71350,Rembau,Negeri Sembilan,2.48248,102.12412,0
Klinik Desa,KLINIK DESA LATI,17000,Pasir Mas,Kelantan,6.018646,102.127595,0
Klinik Desa,KLINIK DESA TELOK JERING,16200,Tumpat,Kelantan,6.156582,102.128086,0
Klinik Desa,KLINIK DESA DURIAN DAUN,78300,Alor Gajah,Melaka,2.35348,102.13113,0
Klinik Desa,KLINIK DESA POHON BULOH,17000,Pasir Mas,Kelantan,6.0714,102.13188,0
Klinik Desa,KLINIK DESA PASIR KELANG,18000,Kuala Krai,Kelantan,5.59318,102.13586,0
Klinik Desa,KLINIK DESA PERADONG,71600,Jelebu,Negeri Sembilan,2.965851,102.136966,0
Klinik Desa,KLINIK DESA BRISU,78000,Alor Gajah,Melaka,2.4342,102.13826,0
Klinik Desa,KLINIK DESA PANGKAL KALA,17020,Pasir Mas,Kelantan,6.107217,102.138768,0
Klinik Desa,KLINIK DESA CHICHA TINGGI,17000,Pasir Mas,Kelantan,5.99528,102.14139,0
Klinik Desa,KLINIK  DESA PENGKALAN NANGKA,16200,Tumpat,Kelantan,6.19406,102.143433,0
Klinik Desa,KLINIK DESA KUSIAL BARU,17500,Tanah Merah,Kelantan,5.753846,102.143447,0
Klinik Desa,KLINIK DESA LUBOK TAPAH,17000,Pasir Mas,Kelantan,6.01639,102.14417,0
Klinik Desa,KLINIK DESA KUALA KAUNG,28500,Temerloh,Pahang,3.48346,102.1453,0
Klinik Desa,KLINIK DESA CHIKU 7,18300,Gua Musang,Kelantan,5.02849,102.14769,0
Klinik Desa,KLINIK DESA PANTAI KUNDOR,76400,Melaka Tengah,Melaka,2.22758,102.14964,0
Klinik Desa,KLINIK DESA BUKIT BUNGA,17500,Tanah Merah,Kelantan,5.839454,102.150198,0
Klinik Desa,Klinik Desa Nibong,17500,Tanah Merah,Kelantan,5.987009,102.150506,0
Klinik Desa,KLINIK DESA TANGGA BATU,75200,Melaka Tengah,Melaka,2.25359,102.15167,0
Klinik Desa,KLINIK DESA  PADANG MANDOL,16200,Tumpat,Kelantan,6.137568,102.151727,0
Klinik Desa,KLINIK  DESA CABANG EMPAT,16200,Tumpat,Kelantan,6.157569,102.151772,0
Klinik Desa,KLINIK DESA SUNGAI BULUH,78000,Alor Gajah,Melaka,2.42465,102.15539,0
Klinik Desa,KLINIK DESA KAMPUNG KUALA NAL,18000,Kuala Krai,Kelantan,5.59502,102.15586,0
Klinik Desa,KLINIK DESA KOTA,71300,Rembau,Negeri Sembilan,2.52177,102.157145,0
Klinik Desa,KLINIK DESA KAMPUNG BAHAGIA,18000,Kuala Krai,Kelantan,5.46778,102.15778,0
Klinik Desa,KLINIK DESA SUNGAI KELADI,17060,Pasir Mas,Kelantan,5.91806,102.15778,0
Klinik Desa,KLINIK DESA BUKIT PANAU,17500,Tanah Merah,Kelantan,5.875299,102.158537,0
Klinik Desa,KLINIK DESA KAMPUNG PALOH RAWA,18500,Machang,Kelantan,5.75188,102.15916,0
Klinik Desa,KLINIK DESA BOLOK,28500,Temerloh,Pahang,3.547382,102.160749,0
Klinik Desa,KLINIK DESA KAMPUNG TALANG,71500,Kuala Pilah,Negeri Sembilan,2.77153,102.16212,0
Klinik Desa,KLINIK DESA KAMPUNG MANCIS,28750,Bentong,Pahang,3.20453,102.16279,0
Klinik Desa,KLINIK DESA KUALA KENONG,27200,Lipis,Pahang,4.17279,102.16531,0
Klinik Desa,KLINIK DESA BENDANG KERIAN,16200,Tumpat,Kelantan,6.160614,102.165532,0
Klinik Desa,KLINIK DESA AYER PAABAS,78300,Alor Gajah,Melaka,2.40764,102.16711,0
Klinik Desa,KLINIK DESA BELIMBING,17500,Tanah Merah,Kelantan,5.854215,102.167447,0
Klinik Desa,KLINIK DESA BATU BALAI,27300,Jerantut,Pahang,3.97512,102.16974,0
Klinik Desa,KLINIK DESA KASAR,17000,Pasir Mas,Kelantan,6.04942,102.17055,0
Klinik Desa,KLINIK DESA LENDU,78000,Alor Gajah,Melaka,2.35859,102.17203,0
Klinik Desa,KLINIK DESA GADONG,71350,Rembau,Negeri Sembilan,2.52263,102.17312,0
Klinik Desa,KLINIK DESA CHIKU 1,18300,Gua Musang,Kelantan,4.915717,102.173152,0
Klinik Desa,KLINIK DESA WAKAF BATA,18500,Machang,Kelantan,5.77222,102.17556,0
Klinik Desa,KLINIK DESA BUNUT SUSU,17020,Pasir Mas,Kelantan,6.09498,102.17609,0
Klinik Desa,KLINIK DESA BATU JONG,18000,Kuala Krai,Kelantan,5.588114,102.179589,0
Klinik Desa,KLINIK DESA TABOH NANING,78300,Alor Gajah,Melaka,2.48168,102.18054,0
